artist,patternId,previewImage,palette,templateId
sugary,2906192,http://colourlovers.com.s3.amazonaws.com/images/patterns/2906/2906192.png,2F2C3B D41208 057368 C19D51 110427,226284
sugary,2631471,http://colourlovers.com.s3.amazonaws.com/images/patterns/2631/2631471.png,F2EAD9 FEC9F9 4F3B4C DECCAA FB4C31,205400
sugary,1790736,http://colourlovers.com.s3.amazonaws.com/images/patterns/1790/1790736.png,533B47 FCCA5F AE57CA FC894A 3BB8BB,95031
sugary,2773954,http://colourlovers.com.s3.amazonaws.com/images/patterns/2773/2773954.png,8CFB59 33202F FB2A1A 199D97 FCDB76,222858
sugary,1473302,http://colourlovers.com.s3.amazonaws.com/images/patterns/1473/1473302.png,E9E4D4 EBB618 F6A795 FA7002 922C09,65902
sugary,1704518,http://colourlovers.com.s3.amazonaws.com/images/patterns/1704/1704518.png,F7D3B1 F8FCCE FF9EA1 F85544 9A8691,87957
sugary,1610232,http://colourlovers.com.s3.amazonaws.com/images/patterns/1610/1610232.png,FCEBC3 F37224 E82A89 09DACB 261204,79889
sugary,2064535,http://colourlovers.com.s3.amazonaws.com/images/patterns/2064/2064535.png,D4D4BD 9EBCB7 4F425E FF9191 FFCEC1,128466
sugary,2817217,http://colourlovers.com.s3.amazonaws.com/images/patterns/2817/2817217.png,B7998A FF0569 FBD295 619287 FFB23B,226284
sugary,2955365,http://colourlovers.com.s3.amazonaws.com/images/patterns/2955/2955365.png,4E585C C5C192 F9112C 786050 2A2047,248837
sugary,2541659,http://colourlovers.com.s3.amazonaws.com/images/patterns/2541/2541659.png,029788 FF8136 FEEBB0 392544 FF3A68,188687
sugary,1832686,http://colourlovers.com.s3.amazonaws.com/images/patterns/1832/1832686.png,352C31 E55D34 AB143F D9B2A1 FBBA2F,99752
sugary,1871552,http://colourlovers.com.s3.amazonaws.com/images/patterns/1871/1871552.png,97CFC6 F5E275 F35C34 FB0101 EEE8D0,104592
sugary,2023353,http://colourlovers.com.s3.amazonaws.com/images/patterns/2023/2023353.png,FFF7ED F6DE9A 36B8A3 FD3D3D 44353B,123376
sugary,1715903,http://colourlovers.com.s3.amazonaws.com/images/patterns/1715/1715903.png,362F40 FDE4B9 F6226D 139DA0 9A7267,88880
sugary,1444340,http://colourlovers.com.s3.amazonaws.com/images/patterns/1444/1444340.png,3E063C F364C5 5DF5F8 D09BDF F9FA81,29481
sugary,1618792,http://colourlovers.com.s3.amazonaws.com/images/patterns/1618/1618792.png,E8E5DA 3ED1CA F1F9D7 FDC669 807774,80833
sugary,1984487,http://colourlovers.com.s3.amazonaws.com/images/patterns/1984/1984487.png,F4F4EE D1CCA6 BEA388 674F41 403936,118077
sugary,1804197,http://colourlovers.com.s3.amazonaws.com/images/patterns/1804/1804197.png,D8DABB 403A35 F8662E DE040A 6D885E,96470
sugary,1320964,http://colourlovers.com.s3.amazonaws.com/images/patterns/1320/1320964.png,110006 FA9090 A9F8CD AFE2F9 F8F973,22687
sugary,1949125,http://colourlovers.com.s3.amazonaws.com/images/patterns/1949/1949125.png,3B2A4F EF5D3B 64CB2A F6F2B3 BFAC6C,114063
sugary,1954939,http://colourlovers.com.s3.amazonaws.com/images/patterns/1954/1954939.png,DCE3C6 658F8F E56B41 E1BF7D 4E3E56,114638
sugary,1472430,http://colourlovers.com.s3.amazonaws.com/images/patterns/1472/1472430.png,20211D BA0466 66134D F04422 AC6913,66694
sugary,1605510,http://colourlovers.com.s3.amazonaws.com/images/patterns/1605/1605510.png,F0CB97 F4E5E5 FFE9DF FBB0C2 59493B,79678
sugary,2672943,http://colourlovers.com.s3.amazonaws.com/images/patterns/2672/2672943.png,BBB6A1 BA827D F8E4C4 F5C890 503E3B,210933
sugary,2116465,http://colourlovers.com.s3.amazonaws.com/images/patterns/2116/2116465.png,201F24 F15444 8E735B 392828 391B23,135454
sugary,2480264,http://colourlovers.com.s3.amazonaws.com/images/patterns/2480/2480264.png,69656B FC6A7B FFBE93 A2ABBB F1E9C7,184379
sugary,2996278,http://colourlovers.com.s3.amazonaws.com/images/patterns/2996/2996278.png,61C7BE FDEEBB FB779C 977082 D4E69B,255211
sugary,1604929,http://colourlovers.com.s3.amazonaws.com/images/patterns/1604/1604929.png,DA1442 341045 037567 FB3A0E F2CE0C,31524
sugary,1787282,http://colourlovers.com.s3.amazonaws.com/images/patterns/1787/1787282.png,FEEBD6 F73AA4 1DCAD7 FD802C E0BC18,56941
